siteID,day,hour,year,month,weekday,gps_lat,gps_lon,value,umapX,umapY
08BEAC028A20,24,13,2020,7,5,24.82111774,121.1030122,"[9.5, 9.7, 12.2, 12.1, 37.11111111, 5.8, 8.6]",0.3129967,6.3636403
08BEAC028A20,24,14,2020,7,5,24.82111774,121.1030122,"[9.7, 12.2, 12.1, 37.11111111, 5.8, 8.6, 4.2]",5.5425606,-0.27988413
08BEAC028A20,24,15,2020,7,5,24.82111774,121.1030122,"[12.2, 12.1, 37.11111111, 5.8, 8.6, 4.2, 2.4285714290000002]",8.033355,-0.18945628
08BEAC028A20,24,16,2020,7,5,24.82111774,121.1030122,"[12.1, 37.11111111, 5.8, 8.6, 4.2, 2.4285714290000002, 3.5]",12.257356,4.6723623
08BEAC028A20,24,17,2020,7,5,24.82111774,121.1030122,"[37.11111111, 5.8, 8.6, 4.2, 2.4285714290000002, 3.5, 7.0]",13.778086,1.9135737
08BEAC028A2C,23,2,2020,7,4,24.257627,120.513537,"[9.666666667000001, 11.4, 18.0, 28.7, 26.11111111, 30.3, 36.5]",0.30663922,3.2797828
08BEAC028A2C,23,3,2020,7,4,24.257627,120.513537,"[11.4, 18.0, 28.7, 26.11111111, 30.3, 36.5, 35.1]",1.7472312,3.1178253
08BEAC028A2C,23,4,2020,7,4,24.257627,120.513537,"[18.0, 28.7, 26.11111111, 30.3, 36.5, 35.1, 34.88888889]",3.5698833,3.3743172
08BEAC028A2C,23,5,2020,7,4,24.257627,120.513537,"[28.7, 26.11111111, 30.3, 36.5, 35.1, 34.88888889, 27.2]",4.934567,3.5083356
08BEAC028A2C,23,6,2020,7,4,24.257627,120.513537,"[26.11111111, 30.3, 36.5, 35.1, 34.88888889, 27.2, 22.8]",6.355785,3.5791714
08BEAC028A2C,23,7,2020,7,4,24.257627,120.513537,"[30.3, 36.5, 35.1, 34.88888889, 27.2, 22.8, 24.3]",7.610091,3.7315378
08BEAC028A2C,23,8,2020,7,4,24.257627,120.513537,"[36.5, 35.1, 34.88888889, 27.2, 22.8, 24.3, 10.33333333]",8.950238,3.1248453
08BEAC028A2C,23,9,2020,7,4,24.257627,120.513537,"[35.1, 34.88888889, 27.2, 22.8, 24.3, 10.33333333, 7.2]",10.241111,2.2212276
08BEAC028A96,18,4,2020,7,6,24.991,121.307,"[13.5625, 18.4, 18.9, 13.2, 9.222222222000001, 11.2, 46.0]",-1.2536304,2.152787
08BEAC028A96,18,5,2020,7,6,24.991,121.307,"[18.4, 18.9, 13.2, 9.222222222000001, 11.2, 46.0, 2.2]",-0.51098615,4.782936
08BEAC028A96,18,6,2020,7,6,24.991,121.307,"[18.9, 13.2, 9.222222222000001, 11.2, 46.0, 2.2, 1.9]",0.32720596,6.434521
08BEAC028A96,18,7,2020,7,6,24.991,121.307,"[13.2, 9.222222222000001, 11.2, 46.0, 2.2, 1.9, 2.8]",5.5143843,-0.34306976
08BEAC028A96,18,8,2020,7,6,24.991,121.307,"[9.222222222000001, 11.2, 46.0, 2.2, 1.9, 2.8, 7.777777778]",7.91355,-0.2993586
08BEAC028A96,18,9,2020,7,6,24.991,121.307,"[11.2, 46.0, 2.2, 1.9, 2.8, 7.777777778, 8.1]",12.25138,4.7176037
08BEAC028A96,18,10,2020,7,6,24.991,121.307,"[46.0, 2.2, 1.9, 2.8, 7.777777778, 8.1, 7.777777778]",13.777726,1.7566319
08BEAC028A96,18,16,2020,7,6,24.991,121.307,"[7.777777778, 7.1, 6.1, 4.4, 5.1, 21.11111111, 42.6]",-2.3060315,2.8751783
08BEAC028A96,18,17,2020,7,6,24.991,121.307,"[7.1, 6.1, 4.4, 5.1, 21.11111111, 42.6, 11.6]",-0.94024444,5.175669
08BEAC028A96,18,18,2020,7,6,24.991,121.307,"[6.1, 4.4, 5.1, 21.11111111, 42.6, 11.6, 22.4]",0.3734634,6.032614
08BEAC028A96,18,19,2020,7,6,24.991,121.307,"[4.4, 5.1, 21.11111111, 42.6, 11.6, 22.4, 19.5]",5.731906,0.1534322
08BEAC028A96,18,20,2020,7,6,24.991,121.307,"[5.1, 21.11111111, 42.6, 11.6, 22.4, 19.5, 16.0]",7.9713945,0.39077872
08BEAC028A96,18,21,2020,7,6,24.991,121.307,"[21.11111111, 42.6, 11.6, 22.4, 19.5, 16.0, 17.4]",10.921758,4.070943
08BEAC028A96,18,22,2020,7,6,24.991,121.307,"[42.6, 11.6, 22.4, 19.5, 16.0, 17.4, 18.9]",11.687846,1.670055
08BEAC028A96,19,4,2020,7,7,24.991,121.307,"[18.9, 16.66666667, 13.6, 12.9, 13.55555556, 16.4, 43.4]",-1.1649745,2.1088848
08BEAC028A96,19,5,2020,7,7,24.991,121.307,"[16.66666667, 13.6, 12.9, 13.55555556, 16.4, 43.4, 16.1]",-0.52243656,4.706746
08BEAC028A96,19,6,2020,7,7,24.991,121.307,"[13.6, 12.9, 13.55555556, 16.4, 43.4, 16.1, 14.2]",0.48811746,6.098048
08BEAC028A96,19,7,2020,7,7,24.991,121.307,"[12.9, 13.55555556, 16.4, 43.4, 16.1, 14.2, 16.625]",5.6843014,0.069584765
08BEAC028A96,19,8,2020,7,7,24.991,121.307,"[13.55555556, 16.4, 43.4, 16.1, 14.2, 16.625, 16.1]",7.931155,0.2798984
08BEAC028A96,19,9,2020,7,7,24.991,121.307,"[16.4, 43.4, 16.1, 14.2, 16.625, 16.1, 16.8]",11.211562,4.1450014
08BEAC028A96,19,10,2020,7,7,24.991,121.307,"[43.4, 16.1, 14.2, 16.625, 16.1, 16.8, 17.2]",12.458345,1.6516988
08BEAC028A96,19,15,2020,7,7,24.991,121.307,"[16.8, 17.2, 18.7, 14.4, 20.3, 27.33333333, 46.3]",-0.80565083,2.7317147
08BEAC028A96,19,16,2020,7,7,24.991,121.307,"[17.2, 18.7, 14.4, 20.3, 27.33333333, 46.3, 22.1]",0.19110559,4.434348
08BEAC028A96,19,17,2020,7,7,24.991,121.307,"[18.7, 14.4, 20.3, 27.33333333, 46.3, 22.1, 22.3]",0.87446433,5.292137
08BEAC028A96,19,18,2020,7,7,24.991,121.307,"[14.4, 20.3, 27.33333333, 46.3, 22.1, 22.3, 21.9]",5.759384,1.2116747
08BEAC028A96,19,19,2020,7,7,24.991,121.307,"[20.3, 27.33333333, 46.3, 22.1, 22.3, 21.9, 24.0]",7.7958927,2.0310316
08BEAC028A96,19,20,2020,7,7,24.991,121.307,"[27.33333333, 46.3, 22.1, 22.3, 21.9, 24.0, 31.9]",9.747592,3.9819007
08BEAC028A96,19,21,2020,7,7,24.991,121.307,"[46.3, 22.1, 22.3, 21.9, 24.0, 31.9, 29.6]",11.128067,1.6416012
08BEAC028A96,22,2,2020,7,3,24.991,121.307,"[18.8, 13.7, 15.0, 14.2, 12.4, 11.9, 42.5]",-1.1626242,2.133371
08BEAC028A96,22,3,2020,7,3,24.991,121.307,"[13.7, 15.0, 14.2, 12.4, 11.9, 42.5, 15.0]",-0.6100079,4.711792
08BEAC028A96,22,4,2020,7,3,24.991,121.307,"[15.0, 14.2, 12.4, 11.9, 42.5, 15.0, 12.3]",0.46669146,6.141117
08BEAC028A96,22,5,2020,7,3,24.991,121.307,"[14.2, 12.4, 11.9, 42.5, 15.0, 12.3, 11.3]",5.59709,-0.08836484
08BEAC028A96,22,6,2020,7,3,24.991,121.307,"[12.4, 11.9, 42.5, 15.0, 12.3, 11.3, 4.8]",7.9692054,-0.15895878
08BEAC028A96,22,7,2020,7,3,24.991,121.307,"[11.9, 42.5, 15.0, 12.3, 11.3, 4.8, 3.5]",12.226844,4.7201114
08BEAC028A96,22,8,2020,7,3,24.991,121.307,"[42.5, 15.0, 12.3, 11.3, 4.8, 3.5, 6.6]",13.614059,1.9613332
08BEAC028A96,23,15,2020,7,4,24.991,121.307,"[28.25, 19.77777778, 14.5, 13.7, 13.5, 22.11111111, 35.6]",-0.5133571,2.1649396
08BEAC028A96,23,16,2020,7,4,24.991,121.307,"[19.77777778, 14.5, 13.7, 13.5, 22.11111111, 35.6, 37.3]",-0.03141802,3.5253258
08BEAC028A96,23,17,2020,7,4,24.991,121.307,"[14.5, 13.7, 13.5, 22.11111111, 35.6, 37.3, 28.3]",0.8127949,4.336524
08BEAC028A96,23,18,2020,7,4,24.991,121.307,"[13.7, 13.5, 22.11111111, 35.6, 37.3, 28.3, 19.88888889]",4.635762,1.437518
08BEAC028A96,23,19,2020,7,4,24.991,121.307,"[13.5, 22.11111111, 35.6, 37.3, 28.3, 19.88888889, 24.1]",6.2825704,1.5911499
08BEAC028A96,23,20,2020,7,4,24.991,121.307,"[22.11111111, 35.6, 37.3, 28.3, 19.88888889, 24.1, 20.8]",8.332274,2.7894075
08BEAC028A96,23,21,2020,7,4,24.991,121.307,"[35.6, 37.3, 28.3, 19.88888889, 24.1, 20.8, 29.3]",9.684396,3.5678205
08BEAC028A96,23,22,2020,7,4,24.991,121.307,"[37.3, 28.3, 19.88888889, 24.1, 20.8, 29.3, 24.8]",11.085217,1.7155535
08BEAC028A9A,22,11,2020,7,3,24.99,121.552,"[12.3, 10.55555556, 16.5, 23.5, 17.6, 30.1, 36.88888889]",0.013818233,2.9032176
08BEAC028A9A,22,12,2020,7,3,24.99,121.552,"[10.55555556, 16.5, 23.5, 17.6, 30.1, 36.88888889, 23.5]",1.2132604,3.7310958
08BEAC028A9A,22,13,2020,7,3,24.99,121.552,"[16.5, 23.5, 17.6, 30.1, 36.88888889, 23.5, 14.2]",4.2888365,1.813265
08BEAC028A9A,22,14,2020,7,3,24.99,121.552,"[23.5, 17.6, 30.1, 36.88888889, 23.5, 14.2, 9.8]",6.720239,1.4117255
08BEAC028A9A,22,15,2020,7,3,24.99,121.552,"[17.6, 30.1, 36.88888889, 23.5, 14.2, 9.8, 8.0]",8.573808,1.0815047
08BEAC028A9A,22,16,2020,7,3,24.99,121.552,"[30.1, 36.88888889, 23.5, 14.2, 9.8, 8.0, 6.3]",11.939993,3.4265773
08BEAC028A9A,22,17,2020,7,3,24.99,121.552,"[36.88888889, 23.5, 14.2, 9.8, 8.0, 6.3, 7.777777778]",13.216106,2.5246737
08BEAC028A9A,23,8,2020,7,4,24.99,121.552,"[6.5, 8.0, 12.88888889, 22.88888889, 30.8, 30.4, 35.2]",0.12962957,3.4587467
08BEAC028A9A,23,9,2020,7,4,24.99,121.552,"[8.0, 12.88888889, 22.88888889, 30.8, 30.4, 35.2, 36.25]",1.583926,3.0219004
08BEAC028A9A,23,10,2020,7,4,24.99,121.552,"[12.88888889, 22.88888889, 30.8, 30.4, 35.2, 36.25, 33.77777778]",3.2472978,3.184162
08BEAC028A9A,23,11,2020,7,4,24.99,121.552,"[22.88888889, 30.8, 30.4, 35.2, 36.25, 33.77777778, 29.1]",5.011447,3.523287
08BEAC028A9A,23,12,2020,7,4,24.99,121.552,"[30.8, 30.4, 35.2, 36.25, 33.77777778, 29.1, 26.55555556]",6.230952,3.949566
08BEAC028A9A,23,13,2020,7,4,24.99,121.552,"[30.4, 35.2, 36.25, 33.77777778, 29.1, 26.55555556, 21.3]",7.4659433,3.7229397
08BEAC028A9A,23,14,2020,7,4,24.99,121.552,"[35.2, 36.25, 33.77777778, 29.1, 26.55555556, 21.3, 11.7]",8.693357,3.0957832
08BEAC028A9A,23,15,2020,7,4,24.99,121.552,"[36.25, 33.77777778, 29.1, 26.55555556, 21.3, 11.7, 11.2]",10.163448,2.2848454
08BEAC028AA0,23,7,2020,7,4,25.107,121.843,"[16.0, 12.6, 13.0, 21.55555556, 34.7, 32.0, 37.33333333]",0.8529257,4.1043763
08BEAC028AA0,23,8,2020,7,4,25.107,121.843,"[12.6, 13.0, 21.55555556, 34.7, 32.0, 37.33333333, 40.3]",2.0318987,2.985842
08BEAC028AA0,23,9,2020,7,4,25.107,121.843,"[13.0, 21.55555556, 34.7, 32.0, 37.33333333, 40.3, 32.3]",3.4845486,3.262756
08BEAC028AA0,23,10,2020,7,4,25.107,121.843,"[21.55555556, 34.7, 32.0, 37.33333333, 40.3, 32.3, 28.0]",5.3826337,3.7438943
08BEAC028AA0,23,11,2020,7,4,25.107,121.843,"[34.7, 32.0, 37.33333333, 40.3, 32.3, 28.0, 28.6]",6.6048694,4.2542367
08BEAC028AA0,23,12,2020,7,4,25.107,121.843,"[32.0, 37.33333333, 40.3, 32.3, 28.0, 28.6, 11.1]",7.6982174,3.3382323
08BEAC028AA0,23,13,2020,7,4,25.107,121.843,"[37.33333333, 40.3, 32.3, 28.0, 28.6, 11.1, 3.2]",9.816982,2.3198512
08BEAC028AA0,23,14,2020,7,4,25.107,121.843,"[40.3, 32.3, 28.0, 28.6, 11.1, 3.2, 4.0]",10.602227,2.3887029
08BEAC028AAC,23,10,2020,7,4,24.172676,120.88191,"[10.0, 11.3, 12.7, 20.5, 23.125, 25.33333333, 38.44444444]",-0.31170237,2.9819372
08BEAC028AAC,23,11,2020,7,4,24.172676,120.88191,"[11.3, 12.7, 20.5, 23.125, 25.33333333, 38.44444444, 40.11111111]",0.5141321,3.5593772
08BEAC028AAC,23,12,2020,7,4,24.172676,120.88191,"[12.7, 20.5, 23.125, 25.33333333, 38.44444444, 40.11111111, 25.4]",3.1835282,2.7011673
08BEAC028AAC,23,13,2020,7,4,24.172676,120.88191,"[20.5, 23.125, 25.33333333, 38.44444444, 40.11111111, 25.4, 26.7]",5.1348877,2.330679
08BEAC028AAC,23,14,2020,7,4,24.172676,120.88191,"[23.125, 25.33333333, 38.44444444, 40.11111111, 25.4, 26.7, 25.7]",6.6246624,2.9343503
08BEAC028AAC,23,15,2020,7,4,24.172676,120.88191,"[25.33333333, 38.44444444, 40.11111111, 25.4, 26.7, 25.7, 23.6]",8.159549,3.2667887
08BEAC028AAC,23,16,2020,7,4,24.172676,120.88191,"[38.44444444, 40.11111111, 25.4, 26.7, 25.7, 23.6, 21.66666667]",9.172218,3.669923
08BEAC028AAC,23,17,2020,7,4,24.172676,120.88191,"[40.11111111, 25.4, 26.7, 25.7, 23.6, 21.66666667, 22.6]",9.762913,3.1796827
08BEAC028ADC,18,6,2020,7,6,24.27659991,120.6959908,"[8.8, 6.7, 9.1, 9.3, 15.125, 24.2, 62.7]",-1.8881544,2.4151535
08BEAC028ADC,18,7,2020,7,6,24.27659991,120.6959908,"[6.7, 9.1, 9.3, 15.125, 24.2, 62.7, 39.33333333]",-0.949265,4.038631
08BEAC028ADC,18,8,2020,7,6,24.27659991,120.6959908,"[9.1, 9.3, 15.125, 24.2, 62.7, 39.33333333, 43.7]",1.4488561,5.067881
08BEAC028ADC,18,9,2020,7,6,24.27659991,120.6959908,"[9.3, 15.125, 24.2, 62.7, 39.33333333, 43.7, 16.6]",4.749974,4.1205463
08BEAC028ADC,18,10,2020,7,6,24.27659991,120.6959908,"[15.125, 24.2, 62.7, 39.33333333, 43.7, 16.6, 15.88888889]",6.432429,3.2971709
08BEAC028ADC,18,11,2020,7,6,24.27659991,120.6959908,"[24.2, 62.7, 39.33333333, 43.7, 16.6, 15.88888889, 21.1]",8.163219,4.4193444
08BEAC028ADC,18,12,2020,7,6,24.27659991,120.6959908,"[62.7, 39.33333333, 43.7, 16.6, 15.88888889, 21.1, 45.8]",8.971559,4.5397453
08BEAC028ADC,18,13,2020,7,6,24.27659991,120.6959908,"[39.33333333, 43.7, 16.6, 15.88888889, 21.1, 45.8, 33.77777778]",2.9014666,4.9156976
08BEAC028ADC,18,14,2020,7,6,24.27659991,120.6959908,"[43.7, 16.6, 15.88888889, 21.1, 45.8, 33.77777778, 19.7]",4.3391995,2.32089
08BEAC028ADC,18,15,2020,7,6,24.27659991,120.6959908,"[16.6, 15.88888889, 21.1, 45.8, 33.77777778, 19.7, 20.3]",5.337655,1.010358
08BEAC028ADC,18,16,2020,7,6,24.27659991,120.6959908,"[15.88888889, 21.1, 45.8, 33.77777778, 19.7, 20.3, 19.5]",7.568274,0.97290677
08BEAC028ADC,18,17,2020,7,6,24.27659991,120.6959908,"[21.1, 45.8, 33.77777778, 19.7, 20.3, 19.5, 15.77777778]",10.467297,3.61155
08BEAC028ADC,18,18,2020,7,6,24.27659991,120.6959908,"[45.8, 33.77777778, 19.7, 20.3, 19.5, 15.77777778, 16.8]",11.223483,2.3836098
08BEAC028ADC,23,9,2020,7,4,24.27659991,120.6959908,"[19.8, 18.55555556, 30.77777778, 24.4, 29.2, 34.44444444, 38.875]",2.2318552,3.5750792
08BEAC028ADC,23,10,2020,7,4,24.27659991,120.6959908,"[18.55555556, 30.77777778, 24.4, 29.2, 34.44444444, 38.875, 26.22222222]",3.7264845,3.170635
08BEAC028ADC,23,11,2020,7,4,24.27659991,120.6959908,"[30.77777778, 24.4, 29.2, 34.44444444, 38.875, 26.22222222, 17.55555556]",5.826502,2.4868495
08BEAC028ADC,23,12,2020,7,4,24.27659991,120.6959908,"[24.4, 29.2, 34.44444444, 38.875, 26.22222222, 17.55555556, 14.0]",7.4175572,2.0411406
08BEAC028ADC,23,13,2020,7,4,24.27659991,120.6959908,"[29.2, 34.44444444, 38.875, 26.22222222, 17.55555556, 14.0, 11.4]",9.211654,2.0513463
08BEAC028ADC,23,14,2020,7,4,24.27659991,120.6959908,"[34.44444444, 38.875, 26.22222222, 17.55555556, 14.0, 11.4, 10.5]",11.382314,3.3570573
08BEAC028ADC,23,15,2020,7,4,24.27659991,120.6959908,"[38.875, 26.22222222, 17.55555556, 14.0, 11.4, 10.5, 8.6]",12.636775,2.638326
08BEAC028B2E,23,6,2020,7,4,25.08611374,121.2666515,"[15.33333333, 14.0, 15.2, 19.2, 17.55555556, 29.9, 38.5]",-0.141214,2.8346543
08BEAC028B2E,23,7,2020,7,4,25.08611374,121.2666515,"[14.0, 15.2, 19.2, 17.55555556, 29.9, 38.5, 37.5]",0.7499295,3.6284716
08BEAC028B2E,23,8,2020,7,4,25.08611374,121.2666515,"[15.2, 19.2, 17.55555556, 29.9, 38.5, 37.5, 24.55555556]",3.3730109,2.5882015
08BEAC028B2E,23,9,2020,7,4,25.08611374,121.2666515,"[19.2, 17.55555556, 29.9, 38.5, 37.5, 24.55555556, 17.1]",5.5719447,1.8295758
08BEAC028B2E,23,10,2020,7,4,25.08611374,121.2666515,"[17.55555556, 29.9, 38.5, 37.5, 24.55555556, 17.1, 11.0]",7.6436534,1.6816378
08BEAC028B2E,23,11,2020,7,4,25.08611374,121.2666515,"[29.9, 38.5, 37.5, 24.55555556, 17.1, 11.0, 6.555555556]",9.455366,1.847583
08BEAC028B2E,23,12,2020,7,4,25.08611374,121.2666515,"[38.5, 37.5, 24.55555556, 17.1, 11.0, 6.555555556, 10.7]",11.766531,3.1835024
08BEAC028B2E,23,13,2020,7,4,25.08611374,121.2666515,"[37.5, 24.55555556, 17.1, 11.0, 6.555555556, 10.7, 13.3]",12.919756,2.58598
08BEAC028B30,23,8,2020,7,4,25.059,121.446,"[21.6, 25.33333333, 22.5, 23.0, 30.6, 30.77777778, 36.1]",2.1543272,4.1992264
08BEAC028B30,23,9,2020,7,4,25.059,121.446,"[25.33333333, 22.5, 23.0, 30.6, 30.77777778, 36.1, 30.66666667]",2.7288268,3.7089696
08BEAC028B30,23,10,2020,7,4,25.059,121.446,"[22.5, 23.0, 30.6, 30.77777778, 36.1, 30.66666667, 27.5]",4.306955,2.9812527
08BEAC028B30,23,11,2020,7,4,25.059,121.446,"[23.0, 30.6, 30.77777778, 36.1, 30.66666667, 27.5, 15.3]",6.6924925,2.6432652
08BEAC028B30,23,12,2020,7,4,25.059,121.446,"[30.6, 30.77777778, 36.1, 30.66666667, 27.5, 15.3, 9.8]",8.131606,2.4714522
08BEAC028B30,23,13,2020,7,4,25.059,121.446,"[30.77777778, 36.1, 30.66666667, 27.5, 15.3, 9.8, 13.88888889]",9.877257,2.4967718
08BEAC028B30,23,14,2020,7,4,25.059,121.446,"[36.1, 30.66666667, 27.5, 15.3, 9.8, 13.88888889, 16.4]",11.392443,2.8054514
08BEAC028B34,23,7,2020,7,4,25.06547439,121.361771,"[14.6, 15.0, 15.55555556, 25.125, 34.0, 34.5, 35.44444444]",1.0045925,3.8759558
08BEAC028B34,23,8,2020,7,4,25.06547439,121.361771,"[15.0, 15.55555556, 25.125, 34.0, 34.5, 35.44444444, 33.0]",2.6810246,2.7964795
08BEAC028B34,23,9,2020,7,4,25.06547439,121.361771,"[15.55555556, 25.125, 34.0, 34.5, 35.44444444, 33.0, 27.33333333]",4.4046497,3.2583635
08BEAC028B34,23,10,2020,7,4,25.06547439,121.361771,"[25.125, 34.0, 34.5, 35.44444444, 33.0, 27.33333333, 18.625]",6.6905665,2.8619568
08BEAC028B34,23,11,2020,7,4,25.06547439,121.361771,"[34.0, 34.5, 35.44444444, 33.0, 27.33333333, 18.625, 13.4]",8.250419,2.762097
08BEAC028B34,23,12,2020,7,4,25.06547439,121.361771,"[34.5, 35.44444444, 33.0, 27.33333333, 18.625, 13.4, 11.0]",9.904688,2.3733063
08BEAC028B34,23,13,2020,7,4,25.06547439,121.361771,"[35.44444444, 33.0, 27.33333333, 18.625, 13.4, 11.0, 13.0]",11.392773,2.8191621
08BEAC028B38,23,8,2020,7,4,25.05951215,121.446114,"[27.22222222, 28.8, 27.0, 26.66666667, 34.1, 34.0, 38.33333333]",3.1579232,4.4543424
08BEAC028B38,23,9,2020,7,4,25.05951215,121.446114,"[28.8, 27.0, 26.66666667, 34.1, 34.0, 38.33333333, 33.0]",3.954415,3.8874197
08BEAC028B38,23,10,2020,7,4,25.05951215,121.446114,"[27.0, 26.66666667, 34.1, 34.0, 38.33333333, 33.0, 29.875]",4.9650884,3.5962524
08BEAC028B38,23,11,2020,7,4,25.05951215,121.446114,"[26.66666667, 34.1, 34.0, 38.33333333, 33.0, 29.875, 18.33333333]",6.66689,2.958076
08BEAC028B38,23,12,2020,7,4,25.05951215,121.446114,"[34.1, 34.0, 38.33333333, 33.0, 29.875, 18.33333333, 11.77777778]",8.0740795,2.7016654
08BEAC028B38,23,13,2020,7,4,25.05951215,121.446114,"[34.0, 38.33333333, 33.0, 29.875, 18.33333333, 11.77777778, 17.7]",9.223363,2.5973701
08BEAC028B38,23,14,2020,7,4,25.05951215,121.446114,"[38.33333333, 33.0, 29.875, 18.33333333, 11.77777778, 17.7, 20.4]",10.491369,2.9371147
08BEAC028B3A,21,6,2020,7,2,24.167147,120.670099,"[3.7, 4.0, 4.555555556, 7.6, 9.9, 11.7, 41.55555556]",-2.7374446,2.6215317
08BEAC028B3A,21,7,2020,7,2,24.167147,120.670099,"[4.0, 4.555555556, 7.6, 9.9, 11.7, 41.55555556, 10.3]",-1.3031538,4.998828
08BEAC028B3A,21,8,2020,7,2,24.167147,120.670099,"[4.555555556, 7.6, 9.9, 11.7, 41.55555556, 10.3, 9.3]",0.24195728,6.4316635
08BEAC028B3A,21,9,2020,7,2,24.167147,120.670099,"[7.6, 9.9, 11.7, 41.55555556, 10.3, 9.3, 12.1]",5.515216,-0.26186353
08BEAC028B3A,21,10,2020,7,2,24.167147,120.670099,"[9.9, 11.7, 41.55555556, 10.3, 9.3, 12.1, 6.6]",7.988982,-0.15890516
08BEAC028B3A,21,11,2020,7,2,24.167147,120.670099,"[11.7, 41.55555556, 10.3, 9.3, 12.1, 6.6, 9.0]",12.204679,4.640301
08BEAC028B3A,21,12,2020,7,2,24.167147,120.670099,"[41.55555556, 10.3, 9.3, 12.1, 6.6, 9.0, 5.0]",13.657609,1.8805975
08BEAC028B48,21,8,2020,7,2,24.150462,120.678596,"[11.5, 13.77777778, 21.9, 24.8, 17.9, 9.555555556, 51.8]",-1.0744748,2.3787227
08BEAC028B48,21,9,2020,7,2,24.150462,120.678596,"[13.77777778, 21.9, 24.8, 17.9, 9.555555556, 51.8, 25.88888889]",-0.54505247,4.4088964
08BEAC028B48,21,10,2020,7,2,24.150462,120.678596,"[21.9, 24.8, 17.9, 9.555555556, 51.8, 25.88888889, 10.3]",0.52385044,6.04679
08BEAC028B48,21,11,2020,7,2,24.150462,120.678596,"[24.8, 17.9, 9.555555556, 51.8, 25.88888889, 10.3, 13.33333333]",5.49433,0.19927919
08BEAC028B48,21,12,2020,7,2,24.150462,120.678596,"[17.9, 9.555555556, 51.8, 25.88888889, 10.3, 13.33333333, 14.5]",7.5271378,0.14499614
08BEAC028B48,21,13,2020,7,2,24.150462,120.678596,"[9.555555556, 51.8, 25.88888889, 10.3, 13.33333333, 14.5, 17.1]",11.500683,4.5028434
08BEAC028B48,21,14,2020,7,2,24.150462,120.678596,"[51.8, 25.88888889, 10.3, 13.33333333, 14.5, 17.1, 78.1]",-1.0498924,2.1294193
08BEAC028B48,21,15,2020,7,2,24.150462,120.678596,"[25.88888889, 10.3, 13.33333333, 14.5, 17.1, 78.1, 44.33333333]",-0.961167,4.0053563
08BEAC028B48,21,16,2020,7,2,24.150462,120.678596,"[10.3, 13.33333333, 14.5, 17.1, 78.1, 44.33333333, 19.5]",1.593794,5.364188
08BEAC028B48,21,17,2020,7,2,24.150462,120.678596,"[13.33333333, 14.5, 17.1, 78.1, 44.33333333, 19.5, 20.2]",4.958196,3.9088852
08BEAC028B48,21,18,2020,7,2,24.150462,120.678596,"[14.5, 17.1, 78.1, 44.33333333, 19.5, 20.2, 24.11111111]",6.546652,3.2592232
08BEAC028B48,21,19,2020,7,2,24.150462,120.678596,"[17.1, 78.1, 44.33333333, 19.5, 20.2, 24.11111111, 25.0]",8.356879,4.6587834
08BEAC028B48,21,20,2020,7,2,24.150462,120.678596,"[78.1, 44.33333333, 19.5, 20.2, 24.11111111, 25.0, 25.22222222]",9.152485,4.6316733
08BEAC028B48,21,21,2020,7,2,24.150462,120.678596,"[44.33333333, 19.5, 20.2, 24.11111111, 25.0, 25.22222222, 25.1]",11.222879,1.649452
08BEAC028B4A,23,8,2020,7,4,24.168,120.678,"[20.9, 21.7, 25.8, 27.9, 23.66666667, 25.9, 35.9]",0.9600202,2.7752962
08BEAC028B4A,23,9,2020,7,4,24.168,120.678,"[21.7, 25.8, 27.9, 23.66666667, 25.9, 35.9, 33.25]",1.9893932,3.9915135
08BEAC028B4A,23,10,2020,7,4,24.168,120.678,"[25.8, 27.9, 23.66666667, 25.9, 35.9, 33.25, 16.8]",4.5367737,2.1958492
08BEAC028B4A,23,11,2020,7,4,24.168,120.678,"[27.9, 23.66666667, 25.9, 35.9, 33.25, 16.8, 9.9]",6.6820555,1.7524527
08BEAC028B4A,23,12,2020,7,4,24.168,120.678,"[23.66666667, 25.9, 35.9, 33.25, 16.8, 9.9, 4.4]",8.679618,1.1928626
08BEAC028B4A,23,13,2020,7,4,24.168,120.678,"[25.9, 35.9, 33.25, 16.8, 9.9, 4.4, 6.5]",11.555259,3.6609213
08BEAC028B4A,23,14,2020,7,4,24.168,120.678,"[35.9, 33.25, 16.8, 9.9, 4.4, 6.5, 8.25]",12.716899,3.1535056
08BEAC028B50,21,0,2020,7,2,24.164766,120.68144,"[6.8888888889999995, 6.1, 5.7, 6.0, 4.5, 9.9, 51.2]",-2.5557072,2.2376864
08BEAC028B50,21,1,2020,7,2,24.164766,120.68144,"[6.1, 5.7, 6.0, 4.5, 9.9, 51.2, 4.0]",-1.4463465,4.9729996
08BEAC028B50,21,2,2020,7,2,24.164766,120.68144,"[5.7, 6.0, 4.5, 9.9, 51.2, 4.0, 4.7]",0.12352706,6.6202216
08BEAC028B50,21,3,2020,7,2,24.164766,120.68144,"[6.0, 4.5, 9.9, 51.2, 4.0, 4.7, 23.7]",5.4940505,-0.39728308
08BEAC028B50,21,4,2020,7,2,24.164766,120.68144,"[4.5, 9.9, 51.2, 4.0, 4.7, 23.7, 10.6]",7.953345,-0.2218624
08BEAC028B50,21,5,2020,7,2,24.164766,120.68144,"[9.9, 51.2, 4.0, 4.7, 23.7, 10.6, 19.0]",12.088608,4.6093802
